From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Term Node Num (From),Term Node Name (From),Term Node Num (To),Term Node Name (To),In Service,Metered,Winding 1 Side,Controlled Bus,Controlled Bus Side,Controlled Node Number,Controlled Bus Section,Tap Positions,Control Mode,Auto Adjust,Winding I/O Code,Impedance I/O Code,Admittance I/O Code,Specified R (pu or watts),Specified X (pu),RATE1 (MVA),RATE2 (MVA),RATE3 (MVA),Magnetizing G (pu or watts),Magnetizing B (pu),Owner 1,Fraction 1,Owner 2,Fraction 2,Owner 3,Fraction 3,Owner 4,Fraction 4,Winding  MVA Base,Wnd 1 Ratio  (pu or kV),Wnd 1 Nominal kV,Wnd 1 Angle (degrees),Wnd 2 Ratio  (pu or kV),Wnd 2 Nominal kV,"Rmax (pu, kV, deg)","Rmin (pu, kV, deg)","Vmax (pu, Mvar, MW)","Vmin (pu, Mvar, MW)",Wnd Connect Angle (deg),Load Drop Comp R (pu),Load Drop Comp X (pu),Impedance table,R (table corrected pu or watts),X (table corrected pu),Vector Group,Edit Vector Group,Connection Code,Edit Connection Code,Leakage impedance I/O code,Grounding impedance I/O code,RG1,XG1,R01 (pu),X01 (pu),RG2,XG2,R02 (pu),X02 (pu),RNutrl,XNutrl,RATE4 (MVA),RATE5 (MVA),RATE6 (MVA),RATE7 (MVA),RATE8 (MVA),RATE9 (MVA),RATE10 (MVA),RATE11 (MVA),RATE12 (MVA),Zbase,R (ohm),X (ohm)
18812,REDM1R      132.00,18830,REDM3-      33.000,2,,,,,,1,1,1,18830,0,0,18830,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.009,0.2783,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.009,0.2783,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),5.01,0,0.009,0.2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.56816,48.490992
19011,SFIL1Q      132.00,19050,SFIL5-      11.000,1,,,,,,1,1,1,19050,0,0,19050,12,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0199,0.3948,25,25,25,0,0,1,1,0,1,0,1,0,1,100,0.9973,0,30,1,0,1.12,0.97,1.03,0.98,0,0,0,0,0.0199,0.3948,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),25,0,0.0226,0.3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,3.937824,68.789952
19030,SFIL3-      33.000,19050,SFIL5-      11.000,1,,,,,,1,1,1,19030,1,0,19030,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.035,0.7,15,15,15,0,0,1,1,0,1,0,1,0,1,100,1.0167,0,30,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0.035,0.7,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0329,0.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.358281,7.16562
19110,SHIN1-      132.00,19130,SHIN3-      33.000,2,,,,,,1,1,1,19130,0,0,19130,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00425,0.2605,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1.0167,0,30,1,0,1.1,0.8,1.015,0.98,0,0,0,0,0.00425,0.2605,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00399,0.24486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.6952176,42.6644064
19110,SHIN1-      132.00,19130,SHIN3-      33.000,3,,,,,,1,1,1,19130,0,0,19130,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00437,0.2622,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1.0167,0,30,1,0,1.1,0.8,1.015,0.98,0,0,0,0,0.00437,0.2622,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00411,0.2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.7161264,42.95016
19110,SHIN1-      132.00,19150,SHIN5-      11.000,1,,,,,,1,1,1,19150,0,0,19150,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.014823,0.8016,40,40,40,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.01482,0.8016,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.01358,0.7346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,2.3661792,127.996704
19213,SLOY1L      132.00,19253,SLOY5L      11.000,1,,,,,,1,1,1,19253,0,0,19253,7,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0079,0.2308,50,50,50,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.15,1,1.03,0.98,0,0,0,0,0.0079,0.2308,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0079,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.376496,40.214592
19214,SLOY1M      132.00,19254,SLOY5M      11.000,2,,,,,,1,1,1,19254,0,0,19254,7,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0079,0.229,50,50,50,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.15,1,1.03,0.98,0,0,0,0,0.0079,0.229,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0079,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.376496,39.90096
19215,SLOY1N      132.00,19255,SLOY5N      11.000,3,,,,,,1,1,1,19255,0,0,19255,7,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0079,0.2298,50,50,50,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.15,1,1.03,0.98,0,0,0,0,0.0079,0.2298,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.0079,0.2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.376496,40.040352
19216,SLOY1P      132.00,19256,SLOY5P      11.000,4,,,,,,1,1,1,19256,0,0,19256,7,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.008,0.232,50,50,50,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.15,1,1.03,0.98,0,0,0,0,0.008,0.232,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.008,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.39392,40.42368
19420,SGRX2-      275.00,19421,SGRX2A      220.00,1,,,,,,1,1,1,19421,0,0,19421,33,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.000036,0.009756,1230,1230,1230,0.00084,-0.00231,1,1,0,1,0,1,0,1,1230,1,275,0,1,220,1.15,0.85,1.03,0.98,0,0,0,0,0.00004,0.00976,YNyn0,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.00003,0.00917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.48373984,0.001844512,0.563805894
19421,SGRX2A      220.00,19460,SGRX6-      66.000,1,,,,,,1,1,1,19460,0,0,19460,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.000067,0.01282,1170,1170,1170,0.00117,-0.00203,1,1,0,1,0,1,0,1,1170,1.0167,220,30,1,66,1.15,0.85,1.03,0.98,0,0,0,0,0.00007,0.01282,YNd1,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00006,0.01205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.36752137,0.002482051,0.498478632
19460,SGRX6-      66.000,19480,SGRX8-      0.6900,1,,,,,,1,1,1,19480,0,0,19480,18,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.000256,0.005128,1170,1170,1170,0,0,1,1,0,1,0,1,0,1,1170,1,66,0,1,0.69,1.1,0.8,1.03,0.98,0,0,0,0,0.00026,0.00513,Dd0,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.00024,0.00482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.723076923,0.000893538,0.017945231
19511,STRI1Q      132.00,19530,STRI3-      33.000,1,,,,,,1,1,1,19530,0,0,19530,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00407,0.26975,90,90,90,0,0,1,1,0,1,0,1,0,1,100,0.9833,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00407,0.26975,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00407,0.26975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.7091568,47.00124
19512,STRI1R      132.00,19530,STRI3-      33.000,2,,,,,,1,1,1,19530,0,0,19530,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00407,0.26975,90,90,90,0,0,1,1,0,1,0,1,0,1,100,0.9833,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00407,0.26975,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00407,0.26975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.7091568,47.00124
19531,BILB3-      33.000,19581,BILB8A      0.4000,1,,,,,,0,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.009868,0.197368,30.4,30.4,30.4,0,0,1,1,0,1,0,1,0,1,30.4,1,33,0,1,0.4,1.15,0.85,1.03,0.98,0,0,0,0,0.00987,0.19737,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.00928,0.1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82236842,0.332431579,6.645049342
19531,BILB3-      33.000,19582,BILB8B      0.4000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.009868,0.197368,30.4,30.4,30.4,0,0,1,1,0,1,0,1,0,1,30.4,1,33,0,1,0.4,1.15,0.85,1.03,0.98,0,0,0,0,0.00987,0.19737,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.00928,0.1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82236842,0.332431579,6.645049342
19611,GREM1J      132.00,19630,GREM3-      33.000,1,,,,,,1,1,1,0,0,0,,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.005828,0.249932,90,90,90,0,0,1,1,0,1,0,1,0,1,100,0.9833,132,30,1,33,1.15,0.85,1.03,0.98,0,0,0,0,0.00583,0.24993,YNd1,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),10.5,0,0.00548,0.23494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.9548352,40.9359456
19612,GREM1K      132.00,19630,GREM3-      33.000,1,,,,,,1,1,1,0,0,0,,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.005828,0.249932,90,90,90,0,0,1,1,0,1,0,1,0,1,100,0.9833,132,30,1,33,1.15,0.85,1.03,0.98,0,0,0,0,0.00583,0.24993,YNd1,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),10.5,0,0.00548,0.23494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.9548352,40.9359456
19711,TAYN1Q      132.00,19730,TAYN3-      33.000,1,,,,,,1,1,1,19730,0,0,19730,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00315,0.28787,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1.0167,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00315,0.28787,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00297,0.27098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.5174928,47.2155552
19712,TAYN1R      132.00,19730,TAYN3-      33.000,2,,,,,,1,1,1,19730,0,0,19730,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00315,0.28787,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1.0167,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00315,0.28787,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),6.99,0,0.00297,0.27098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.5174928,47.2155552
19820,TEAL2J      275.00,19821,TEAL2A      275.00,1,,,,,,1,0,0,19821,1,0,19821,19,MW symmetrical PAR,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00005,0.01185,675,675,675,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,15,-15,500,0,0,0,0,0,0.00005,0.01185,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.00005,0.01185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.25,0.0378125,8.9615625
19828,TEAL2B      275.00,19829,TEAL2K      275.00,1,,,,,,1,1,1,19828,1,0,19828,19,MW symmetrical PAR,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00005,0.01185,675,675,675,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,15,-15,500,0,0,0,0,0,0.00005,0.01185,,,"1 - Series path, no ground path",,Z pu (system base),Z pu (system base),0,0,0.00005,0.01185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.25,0.0378125,8.9615625
19911,THUS1J      132.00,19930,THUS3-      33.000,1,GT1_15,,,,,1,1,1,19930,0,0,19930,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.002621,0.246736,120,120,120,0.00017,-0.00022,1,1,0,1,0,1,0,1,100,1.0167,132,30,1,33,1.15,0.85,1.03,0.98,0,0,0,0,0.00262,0.24674,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00233,0.21925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.4059792,38.20212
19912,THUS1K      132.00,19930,THUS3-      33.000,2,GT2_14,,,,,1,1,1,19930,0,0,19930,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.002614,0.247403,120,120,120,0.00017,-0.0002,1,1,0,1,0,1,0,1,100,1.0167,132,30,1,33,1.15,0.85,1.03,0.98,0,0,0,0,0.00261,0.2474,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.00232,0.21981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.4042368,38.2996944
19934,STRS30      33.000,19988,STRS80      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.01,0.1,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0.01,0.1,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.1089,1.089
20030,TORA3-      33.000,20081,TORA8J      11.000,1,,,,,,1,1,1,20081,0,0,20081,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.16,1.2707,7.5,7.5,7.5,0,0,1,1,0,1,0,1,0,1,100,1.0125,0,30,1,0,1.1458,0.8459,1.02,0.98,0,0,0,0,0.16,1.2707,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,0.16,1.2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,1.7424,13.837923
20030,TORA3-      33.000,20082,TORA8K      11.000,1,,,,,,1,1,1,20082,0,0,20082,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.16,1.2707,7.5,7.5,7.5,0,0,1,1,0,1,0,1,0,1,100,1.0125,0,30,1,0,1.1458,0.8459,1.02,0.98,0,0,0,0,0.16,1.2707,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,0.16,1.2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,1.7424,13.837923
20211,WIOW1Q      132.00,20230,WIOW3-      33.000,1,,,,,,1,1,1,20230,0,0,20230,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0088,0.245,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0088,0.245,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),5.01,0,0.01,0.2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.7424,42.985008
20212,WIOW1R      132.00,20230,WIOW3-      33.000,2,,,,,,1,1,1,20230,0,0,20230,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0088,0.245,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0088,0.245,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),5.01,0,0.01,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.7424,42.6888
20311,WOHI1Q      132.00,20330,WOHI3-      33.000,1,,,,,,1,1,1,20330,0,0,20330,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0062,0.2724,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0062,0.2724,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),3.33,0,0.0052,0.2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.906048,47.462976
20312,WOHI1R      132.00,20330,WOHI3-      33.000,3,,,,,,1,1,1,20330,0,0,20330,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0061,0.2731,90,90,90,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0061,0.2731,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),3.33,0,0.0051,0.2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,0.888624,47.584944
20531,INAW3Q      33.000,20550,INAW5-      11.000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.012,0.3147,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0.012,0.3147,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0,3.5937
20713,SFEE1C      132.00,21350,SFEE5-      11.000,1,GT1 _1,,,,,1,1,1,21350,0,0,21350,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.018333,0.766667,36,36,36,0.00087,-0.00012,1,1,0,1,0,1,0,1,36,1,132,30,1,11.5,1.1,0.8,1.03,0.98,0,0,0,0,0.01833,0.76667,YNd1,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),25.19,0,0.03,0.69444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,14.52,336.10896
20714,SFEE1D      132.00,21350,SFEE5-      11.000,2,GT1 _2,,,,,1,1,1,21350,0,0,21350,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.018333,0.766667,36,36,36,0.00087,-0.00012,1,1,0,1,0,1,0,1,36,1,132,30,1,11.5,1.1,0.8,1.03,0.98,0,0,0,0,0.01833,0.76667,YNd1,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),25.19,0,0.03,0.69444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,14.52,336.10896
20911,ARMO1J      132.00,20930,ARMO3-      33.000,1,,,,,,1,1,1,20930,0,0,20930,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00615,0.1782,60,60,60,0.00075,-0.00026,1,1,0,1,0,1,0,1,100,1.0167,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00615,0.1782,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.0058,0.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.010592,29.1852
20931,PERW3-      33.000,20981,PERW8-      0.6900,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.015,0.3,20,20,20,0,0,1,1,0,1,0,1,0,1,20,1,33,0,1,0.69,1.1458,0.8459,1.01,0.98,0,0,0,0,0.015,0.3,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.0141,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.45,0.767745,15.3549
21011,DUGR1Q      132.00,21030,DUGR3-      33.000,1,,,,,,1,1,1,21030,0,0,21030,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.00617,0.1765,60,60,60,0.00075,-0.00029,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.00617,0.1765,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),7,0,0.0058,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.010592,28.92384
21036,BENA3-      33.000,21086,BENA8-      0.7000,1,,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.01,0.1,60,60,60,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.1458,0.8459,1.01,0.98,0,0,0,0,0.01,0.1,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.1089,1.089
21211,SFEM1Q      132.00,21251,SFEM5J      11.000,1,,,,,,1,1,1,21251,0,0,21251,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.018,0.4119,27,27,27,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.018,0.4119,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.018,0.4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,3.13632,71.769456
21212,SFEM1R      132.00,21252,SFEM5K      11.000,2,,,,,,1,1,1,21252,0,0,21252,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.018,0.4119,27,27,27,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.018,0.4119,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),0,0,0.018,0.4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,3.13632,71.769456
21411,TARL1Q      132.00,21430,TARL3-      33.000,1,,,,,,1,1,1,21430,0,0,21430,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0242,0.41,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0242,0.41,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),9.99,0,0.0242,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,4.216608,71.4384
21412,TARL1R      132.00,21430,TARL3-      33.000,2,,,,,,1,1,1,21430,0,0,21430,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0213,0.3853,30,30,30,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.03,0.98,0,0,0,0,0.0213,0.3853,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),9.99,0,0.0213,0.3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,3.711312,67.134672
21432,KILD3-      33.000,21434,KILD8K      0.4000,1,,,,,,1,1,1,21432,1,0,21432,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0325,0.325,20,20,20,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.15,0.85,1.03,0.98,0,0,0,0,0.0325,0.325,,,4 - No series or ground paths,,Z pu (system base),Z pu (system base),0,0,0.03055,0.3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.3326895,3.326895
21610,KILO1-      132.00,21630,KILO3-      33.000,1,,,,,,1,1,1,21630,0,0,21630,19,Voltage,1,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0088,0.2778,45,45,45,0,0,1,1,0,1,0,1,0,1,100,1,0,30,1,0,1.1,0.8,1.012,0.95,0,0,0,0,0.0088,0.2778,,,"6 - No series path, ground winding 1, earth winding 2",,Z pu (system base),Z pu (system base),10.47,0,0.0088,0.2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.24,1.533312,48.403872
21631,KILO3Q      33.000,21651,KILO5A      6.6000,1,,,,,,1,1,1,0,0,0,,17,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0506,0.72,12.5,12.5,12.5,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.09,0.93,1.01,0.98,0,0,0,0,0.0506,0.72,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,0.0506,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.551034,7.8408
21631,KILO3Q      33.000,21652,KILO5B      6.6000,1,,,,,,1,1,1,0,0,0,,17,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0506,0.72,12.5,12.5,12.5,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.09,0.93,1.01,0.98,0,0,0,0,0.0506,0.72,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,0.0506,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.551034,7.8408
21631,KILO3Q      33.000,21653,KILO5C      6.6000,1,,,,,,1,1,1,0,0,0,,17,None,0,Turns ratio (pu on bus base kV),Zpu (system base),Y pu (system base),0.0506,0.72,12.5,12.5,12.5,0,0,1,1,0,1,0,1,0,1,100,1,0,0,1,0,1.09,0.93,1.01,0.98,0,0,0,0,0.0506,0.72,,,"3 - No series path, ground winding 2",,Z pu (system base),Z pu (system base),0,0,0.0506,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,0.551034,7.8408
